QueryID	DocID	Rank	Score
21	413	3	13.004871614685133
21	883	4	12.793721635710327
22	125	1	16.648919917699203
23	899	1	11.740427489447047
23	1197	2	9.033029222675584
23	1112	3	8.890243656791217
23	892	4	8.534744529483092
23	1287	5	7.197585338419426
23	1259	6	6.941932365207366
23	698	7	6.721235765475192
23	815	8	6.589211321219944
23	903	9	6.554435855250507
23	1109	10	6.426112761914997
23	1289	11	6.347335544712572
23	919	12	6.191464024281833
23	902	13	6.001300645328625
23	586	14	5.964748123316609
23	530	15	5.700138059028786
23	1272	16	5.645268452690125
23	14	17	5.509391916838299
23	700	18	5.373101452615010
23	64	19	5.361710800718599
23	28	20	5.115104463282437
23	259	21	4.946721247861307
23	779	22	4.751098591676189
23	917	23	4.607932460052628
23	137	24	4.474843041659405
23	33	25	4.412130600776544
23	1104	26	4.401389173597607
23	1333	27	4.246580346546812
23	715	28	4.244400447172250
23	172	29	4.239916111745069
24	756	1	22.909724784479977
24	46	2	16.363334617383984
24	833	3	13.206191666852035
25	277	1	16.957627527709789
25	214	2	15.836949849129111
25	588	3	15.659392900925871
25	511	4	13.447346686971553
25	540	5	12.620957023990364
25	212	6	12.253032704606303
25	989	7	11.556560577480329
25	772	8	10.094627412665520
25	988	9	9.900547247911675
26	611	1	23.086471943404966
26	306	2	21.982273852347056
26	1282	3	17.082599217722620
26	145	4	16.852954099224075
26	307	5	16.678764732270519
26	4	6	16.488233600413778
27	681	1	11.769437388302112
27	1176	2	10.142390647784566
27	752	3	9.688051741036880
28	681	1	11.769437388302112
28	1048	2	10.483237313826871
29	465	1	26.543370830698272
29	514	2	25.182936371483468
29	420	3	24.162034446228379
29	250	4	23.092838897607940
29	901	5	20.998739656203909
29	601	6	20.444900908212027
30	680	1	10.312109390964128
30	633	2	9.729230887288669
30	513	3	9.528605504680181
30	601	4	9.499504290723806
30	752	5	9.409484530729713
30	1197	6	9.032412469172538
32	752	1	22.154146727310284
32	1186	2	12.942391460270480
32	467	3	11.972030231299563
32	921	4	10.889737148068461
33	516	1	40.859321545033154
33	431	2	28.338388677048410
34	672	1	16.757227913241238
34	799	2	15.812711087396853
34	252	3	14.584203015039273
34	431	4	14.111863899499335
34	516	5	13.905160787788157
34	610	6	12.661437008272880
35	1327	1	12.887648477094853
35	654	2	12.532850579096399
35	1203	3	12.051251158783010
36	319	1	11.780142070857648
36	387	2	11.319749274142978
37	186	1	10.648047496708365
37	503	2	10.403588861919598
37	232	3	9.532220917813763
37	126	4	9.418066453849768
37	461	5	9.151108045143951
37	38	6	9.027174322695529
37	1311	7	8.863451817805737
37	492	8	8.395778002328104
37	979	9	8.288627198460807
38	536	1	18.351065357691770
38	976	2	12.705046089699458
38	294	3	11.060489427836094
38	295	4	10.054697092032969
38	154	5	9.180982798831549
38	927	6	8.815072052624533
38	25	7	8.201037064098983
38	1205	8	8.084493135160638
39	1205	1	11.044871821740841
39	1278	2	10.959310011272951
39	337	3	10.822821890756943
39	113	4	10.586696217484127
39	40	5	10.318220408236073
39	1264	6	10.313492330909224
39	79	7	10.245635590170224
39	207	8	9.716052671974980
39	1220	9	9.646704900353091
39	1211	10	9.612448603257024
39	43	11	9.120612019427558
39	7	12	9.109184110081877
40	536	1	16.481794675089695
40	37	2	11.281955266245276
40	113	3	10.586696217484127
40	1205	4	9.872610471521575
40	976	5	9.631785464220155
40	295	6	9.437895669547181
40	1368	7	7.908656911582028
40	294	8	7.901955197171809
40	1141	9	7.777720498554761
40	171	10	7.225059123383177
41	289	1	21.838447704409745
41	927	2	16.908239661017205
41	229	3	15.257630360906049
42	521	1	32.237927248870591
42	440	2	21.424162402094026
42	526	3	20.083442319096850
42	439	4	17.103004963283077
43	467	1	20.220229591607975
43	404	2	14.414323930956083
43	503	3	12.862847138388730
43	1194	4	12.754573226927224
43	194	5	12.571347159979188
43	440	6	11.443347910172118
44	552	1	8.702612861094970
44	583	2	7.975492305391393
45	305	1	27.244192489695291
45	525	2	22.897240666750683
45	540	3	16.904050356726465
45	84	4	14.463003198370725
45	37	5	14.292844344338249
45	573	6	12.121381077703891
45	310	7	11.602517592076723
45	344	8	11.503892270567013
45	1200	9	10.984106628884943
45	623	10	10.939686283277148
46	305	1	17.669427452421289
46	525	2	17.630486988632441
46	37	3	13.900781090602358
46	623	4	13.839683945180864
46	1185	5	13.584852543143224
46	84	6	11.761617625296008
46	344	7	11.760989628381694
47	525	1	23.900949520985421
47	305	2	21.681759415456039
47	304	3	20.642466508794023
47	310	4	19.211439557226385
47	568	5	18.995985294183740
47	1200	6	18.957265469980108
47	308	7	15.868493524824151
47	327	8	15.041709556312153
47	540	9	14.856087362490006
47	663	10	13.739860148046729
47	9	11	13.031334591446955
47	573	12	12.882597110067508
47	309	13	12.503384901707632
48	526	1	23.778968306999921
48	440	2	21.180592785560265
48	439	3	17.022877660931233
48	797	4	15.534027047464868
48	683	5	15.260293182794307
48	222	6	13.907985967002659
49	321	1	33.144910350134126
50	326	1	17.127247064031817
50	528	2	15.919420779485231
51	326	1	17.047630566036602
51	494	2	16.720061295020265
51	528	3	15.598620121079438
51	192	4	14.843236924479712
51	1301	5	14.307019746650514
51	1112	6	14.154421115962807
51	1259	7	13.556634699643949
52	211	1	8.055392021028672
52	1204	2	7.167164066794501
52	645	3	7.036148331519312
53	208	1	26.840741372819529
53	1253	2	18.436426621049399
54	123	1	25.732527532876020
54	1213	2	21.896887740443518
54	84	3	18.708057555327645
54	354	4	18.226252915138339
54	44	5	16.129214374176243
54	101	6	15.701764577012552
54	1300	7	15.293960184681030
55	460	1	16.203409441419709
55	376	2	15.625869828286380
55	1282	3	14.089018044059216
55	1383	4	12.332633754156982
55	255	5	11.512947628161253
55	1301	6	10.832953981158152
55	1236	7	10.727462448617423
55	348	8	10.407385064543211
56	441	1	19.861296504424665
56	753	2	19.641359653252003
56	638	3	16.807767912279221
57	753	1	12.968717060825011
57	380	2	10.668748582596487
57	1339	3	9.197502262966271
57	1338	4	8.626219331297047
58	754	1	19.117883795771782
58	270	2	18.429169391136263
58	1159	3	17.988602157719527
58	784	4	15.541291023510542
59	105	1	13.045937260663859
59	382	2	12.265801699689771
59	784	3	12.153968898137691
59	789	4	11.038580078356345
60	321	1	34.240767418097249
60	322	2	31.685382499031260
60	320	3	30.369344737679828
61	539	1	22.030831844629844
61	566	2	21.242700480907068
61	564	3	20.918574119137464
61	1213	4	14.153559934267710
62	325	1	12.318202769409895
62	116	2	12.064217599755029
62	483	3	11.943460042541181
62	1268	4	11.614405732492868
62	381	5	11.284789010688625
63	204	1	10.077178847707785
63	738	2	10.064220917478437
63	1045	3	8.369602650450645
64	52	1	12.858777351129728
64	441	2	12.071418490144346
65	388	1	29.508223112602536
65	3	2	19.628056827888905
65	180	3	18.376761911852249
65	664	4	16.952055935190401
65	393	5	15.672287036052207
65	1311	6	14.150092523402801
65	4	7	14.145706305800893
65	1370	8	13.792054026749224
65	2	9	13.618769281561143
65	389	10	13.600565974934373
65	1366	11	13.381996989044875
65	306	12	13.259742267605349
65	62	13	13.229206820778110
65	1237	14	13.109237834394289
66	128	1	17.223426829450375
66	664	2	11.564888291567193
66	590	3	11.428049098274943
66	576	4	11.384238868703987
66	973	5	11.232956208700418
67	180	1	18.376761911852249
67	3	2	17.849648011968711
67	664	3	16.730639336938331
67	393	4	15.672287036052206
67	388	5	14.646761150864894
67	4	6	14.145706305800893
67	2	7	13.618769281561145
67	389	8	13.600565974934373
67	306	9	13.259742267605349
67	1282	10	13.004478202616275
67	327	11	12.668318034418336
67	458	12	12.640544444395012
67	1370	13	12.425407629625379
67	611	14	12.316592632196510
68	628	1	27.596013904425760
68	344	2	15.535690499241678
68	343	3	13.897031449051093
68	662	4	13.010049984993778
68	560	5	11.854879760289787
69	459	1	12.884465292485146
69	1138	2	12.784030674246708
69	111	3	12.379044397770468
69	1193	4	12.181418235659690
70	349	1	18.652579999952849
70	327	2	12.450161635445756
70	155	3	12.151342235468134
70	459	4	12.141380745269604
70	104	5	11.663104356018183
70	977	6	11.541646596883375
70	570	7	11.250320011253226
70	255	8	11.196365798055940
70	111	9	10.779543387491566
71	540	1	14.619676535112060
71	305	2	13.634841580206583
71	573	3	12.121381077703891
71	1299	4	10.936634702538504
71	63	5	10.836351653482829
71	310	6	10.406263590496255
71	323	7	10.113400075252317
72	1080	1	16.766292927987209
72	630	2	15.061349131449891
72	1082	3	13.765492260713764
72	666	4	13.027541059788899
72	413	5	12.978402402056371
72	667	6	12.777181202363742
72	1191	7	12.624690321905359
72	668	8	12.414950548280954
73	541	1	28.331542829496954
73	332	2	25.732815856753263
73	1296	3	22.945770542934468
73	573	4	18.964499291957985
73	160	5	17.816209802704961
73	488	6	16.443983781997073
73	577	7	16.391719498270689
73	410	8	16.004276432947393
73	401	9	15.372141861705206
73	1061	10	14.219555526980312
73	359	11	13.282187255758256
73	103	12	13.261721973044327
73	1112	13	13.031400443348165
73	25	14	12.712798822817000
74	1153	1	21.446821967886343
74	876	2	17.037813439841987
74	576	3	16.266148732621105
75	1161	1	17.359968047655038
75	303	2	17.146853436396142
75	1393	3	17.102833581492838
75	1395	4	17.006557772056915
75	437	5	16.798051533712758
76	667	1	21.522521152121229
76	666	2	16.447252890708128
76	1082	3	15.874262177390026
76	670	4	14.733242559933064
76	1191	5	13.265000321649701
76	1395	6	13.005771491206369
76	668	7	12.981286003393095
77	667	1	22.791317024925753
77	1395	2	15.172255163387970
77	668	3	14.432719342072510
77	1191	4	13.715852633966936
78	589	1	25.966481166446794
78	543	2	21.043430359354463
78	590	3	19.851856813467148
79	1066	1	16.249341883052288
79	593	2	11.624015266517450
80	917	1	12.905764682473535
80	546	2	10.057031646070362
80	790	3	9.728299829346563
80	441	4	9.615061734844382
81	714	1	19.399797303401488
82	1334	1	25.225109041472052
82	677	2	22.907310009792052
82	1332	3	18.908804963534923
82	247	4	18.347402202931136
82	676	5	18.030424923991358
83	680	1	11.858889973062150
83	224	2	11.203433586757475
83	753	3	10.427698360527849
83	898	4	9.674682675640332
84	294	1	20.324265243875804
84	522	2	17.688482125971802
84	1281	3	14.168147796635857
84	398	4	14.040657950638838
84	101	5	13.885754871921810
84	283	6	13.839315073721860
84	861	7	13.595695255479857
84	923	8	12.685549682947947
85	418	1	15.486396437920797
85	1155	2	14.312927490282281
85	294	3	13.980222923358948
85	522	4	12.667391323031822
86	755	1	37.368431176317699
86	594	2	34.054255693658668
87	1228	1	19.524154868974435
87	572	2	18.892243556369376
87	26	3	18.625464713094502
88	548	1	44.437227506060395
88	613	2	34.468786282456449
88	622	3	34.386643685426769
88	615	4	32.638529036139715
88	614	5	32.024461703488015
89	793	1	16.360759112656364
89	464	2	14.999478541875126
89	1338	3	14.829459815705132
90	1187	1	19.512385007447541
90	416	2	15.054868344653269
90	358	3	13.870122059991505
90	1216	4	11.945452663339701
90	504	5	11.707313392254166
90	1228	6	11.511011466826478
90	265	7	11.189907459201606
90	1278	8	10.479924960412877
90	71	9	10.465146956744638
90	209	10	10.092462862787452
91	799	1	14.211909678119678
91	252	2	13.370681455424622
91	800	3	12.641880907718445
91	610	4	12.220336794348350
91	672	5	12.103655756669323
91	520	6	9.802756044626395
92	758	1	25.088235927335646
92	811	2	19.670582014677333
92	804	3	17.262400392277783
92	809	4	16.294790276982489
92	806	5	13.945242446187384
92	834	6	12.731861406333806
92	1331	7	11.768436457733763
93	635	1	31.657281351837412
94	559	1	23.541989282864229
94	1393	2	21.552008376397936
94	1161	3	19.029585079569916
94	283	4	19.016750264455037
94	1394	5	18.859022703415398
95	662	1	15.874310334151845
96	698	1	20.901169869742343
96	637	2	20.593398375620907
96	705	3	17.296459082731118
96	699	4	16.100905656660544
96	677	5	15.365040533567921
97	1331	1	18.620332091493715
97	882	2	11.963021373759219
97	783	3	11.223061216855227
97	1270	4	10.755663229739366
97	1289	5	10.653884789610469
97	779	6	10.644695998132164
97	790	7	10.247465876504471
98	673	1	25.848105407960709
99	639	1	36.449292175649767
99	719	2	25.384633015666036
99	716	3	22.871590435771090
99	715	4	16.888269510168989
100	760	1	35.537273108557514
100	1122	2	28.253707417484925
100	822	3	25.582704904523254
100	739	4	23.951836480916132
100	741	5	21.582294367849109
100	740	6	20.991781498150747
100	1171	7	20.787057433033741
100	1126	8	20.432785526069441
100	1172	9	20.342513339644167
101	825	1	23.011394262358216
101	817	2	22.741670001144314
101	818	3	22.250167493480994
101	1119	4	21.416064613752432
101	819	5	19.498750587873275
101	820	6	18.893045333202874
102	910	1	15.307916326227579
102	1339	2	10.159347519706875
102	729	3	9.761150098966036
103	761	1	16.219726900848087
103	1127	2	13.090335980887986
104	762	1	19.455358673533841
104	910	2	14.538157256732516
104	863	3	14.094430445172605
104	1316	4	12.361995784580714
104	644	5	11.803258675522748
105	764	1	36.300241578447270
106	847	1	13.995424254037051
106	1036	2	11.054830441863293
106	764	3	10.863705104964007
107	725	1	26.523125203000717
107	640	2	23.838443966008835
107	497	3	18.656844465263813
107	911	4	18.499572557253920
108	75	1	22.091177534477175
108	883	2	20.280601970678291
108	724	3	19.781063310936801
108	726	4	19.162762871077391
108	884	5	15.591390747035444
109	51	1	12.464310095677696
109	658	2	11.733210182944994
109	859	3	11.538623548337341
109	627	4	9.235323342309245
109	391	5	9.208387181847625
110	424	1	14.437553146601321
110	862	2	14.138151806039748
110	412	3	13.671927628834087
111	894	1	27.862188541320130
111	658	2	16.899528187789684
111	627	3	15.705730046395292
111	390	4	15.208300240637531
111	857	5	14.825106465031521
111	856	6	14.407072734924467
111	392	7	13.193165649672569
112	641	1	28.300963901297699
113	748	1	14.369291508954287
113	205	2	13.453297791581022
113	1272	3	12.289595300202659
113	1328	4	11.826849800763043
114	895	1	26.763187002421056
114	919	2	19.702401814986374
114	918	3	18.764570061862660
114	780	4	18.061904100664464
115	746	1	13.875964633937580
115	875	2	13.307010193404212
115	540	3	12.540498907433834
116	605	1	13.607850199423451
116	522	2	11.790369654930045
116	1218	3	10.451593177372949
116	1292	4	9.745534722476833
117	927	1	13.363644033308574
117	1328	2	12.851189706916582
118	923	1	19.135636387348129
118	520	2	18.309870393582770
118	1075	3	14.138435324052068
120	769	1	33.680811823187248
120	890	2	22.759841810484442
120	886	3	21.765803366853259
120	887	4	21.456275513233159
120	891	5	20.110427839237243
120	926	6	15.797241815151727
120	1123	7	15.785289179172960
120	897	8	15.671348708020336
121	1056	1	16.613336290585014
121	769	2	15.879694830750177
121	1146	3	13.661850180880306
121	837	4	13.408339185971295
121	890	5	12.693272776395458
121	580	6	12.282152753493024
121	891	7	12.189885580900981
122	898	1	16.602561846458308
122	931	2	16.569204591447967
122	1070	3	13.585007980476394
122	934	4	12.205083142749936
122	930	5	11.401355586980436
122	957	6	11.160597942442628
123	941	1	19.076556749495218
123	34	2	10.425383971542049
124	941	1	25.606807536623286
124	171	2	17.582068719124312
124	898	3	16.602561846458308
124	931	4	16.569204591447967
125	993	1	13.669914176006124
125	1074	2	12.636209377570863
125	997	3	12.050586156497157
125	1075	4	10.654874244126150
125	1093	5	10.406881489602974
125	1062	6	9.496997123847107
125	176	7	9.240975325484415
125	772	8	9.229953485018649
125	519	9	9.020091101578949
125	610	10	8.729300040705022
125	923	11	8.584113260514869
125	672	12	7.637050219582989
125	911	13	7.596846625156486
125	243	14	7.468225179636727
125	973	15	7.435734421353454
126	974	1	30.333468534543041
126	1288	2	29.230717203709304
126	1326	3	29.159266477453876
126	397	4	11.255479045123938
126	773	5	9.718032124993172
126	1265	6	9.461690115046384
126	368	7	8.143571541076792
126	1237	8	7.417397496916387
127	981	1	18.724183562590888
127	5	2	17.469521039347470
127	160	3	9.655805820306121
128	945	1	36.971743220956654
128	92	2	20.718998261214072
129	989	1	21.383615181789150
129	988	2	19.408595128819620
129	945	3	19.290720619828694
129	660	4	15.831909761517540
129	987	5	12.337136562790018
129	1281	6	11.574988185465147
130	948	1	27.960119713035613
130	859	2	22.070595800483446
130	658	3	18.104904447077576
130	729	4	16.196353906508143
130	727	5	16.091536702841108
131	950	1	31.201334660432238
131	1021	2	20.491309942758456
131	1025	3	19.684484781112374
131	1023	4	18.212868569895477
131	1022	5	17.215917961805552
131	952	6	17.057177640201203
131	1017	7	16.963545638687197
132	950	1	13.775091007308740
132	1017	2	12.923348768813980
132	1021	3	12.609700680739801
132	1026	4	11.966232408272788
132	1013	5	11.958602873220670
132	1020	6	11.837681598058779
132	1025	7	11.769512113364231
132	1023	8	11.690527041584041
132	1015	9	11.453671775129365
133	950	1	13.153045506662066
133	1026	2	11.966232408272788
133	1013	3	11.958602873220670
133	1020	4	11.837681598058779
134	951	1	15.547535560856902
134	1012	2	15.478344747203264
135	1017	1	19.391294109934208
136	831	1	13.856646476365313
137	952	1	52.063825206290872
137	1172	2	21.039393126402317
137	847	3	19.797022851628689
137	1125	4	18.197314662641240
138	953	1	28.369067810686339
138	847	2	21.676988376784244
139	953	1	23.072681685256907
139	847	2	21.882481937278168
139	846	3	19.880526328874453
140	954	1	20.249965425963957
140	837	2	9.901981661351719
140	497	3	9.798222870047169
140	1041	4	9.531878274097290
141	1135	1	14.150706994235346
141	836	2	13.078758714887133
141	424	3	12.124510439094696
141	852	4	11.468625236496891
141	1175	5	10.868285662698629
141	851	6	10.695981763665504
142	1175	1	19.436414048732011
143	930	1	12.396805825294239
143	1129	2	12.084740346878828
144	839	1	21.259639072038816
144	955	2	20.964271744111294
144	763	3	17.072961737779551
144	1045	4	16.217204987385944
144	1178	5	15.922423254255245
144	1051	6	15.808051844971187
145	1048	1	15.639492165651358
145	1045	2	15.391509918476396
145	839	3	14.638381738964483
145	454	4	14.583650351874114
145	1046	5	14.289983467181550
145	928	6	13.558898733536843
146	955	1	19.055996450109006
146	1045	2	16.670295482852211
147	956	1	41.508245522806476
147	1050	2	29.526427063861611
147	1049	3	26.532292099766931
147	1145	4	16.805856609626900
147	1128	5	16.388234079740435
148	1048	1	25.343531475499894
148	1050	2	16.846436377717357
148	826	3	14.429902228542526
148	1127	4	14.306415266714193
148	761	5	13.781827371768397
148	928	6	12.599841158010131
149	930	1	22.196743928301139
149	1070	2	14.056868217241069
149	926	3	13.291988233366180
149	931	4	12.712054533503643
149	1361	5	12.687303977055798
149	1363	6	12.617910940483910
149	1068	7	11.889640865962924
149	830	8	11.882478397974353
149	957	9	11.549226196406702
149	1056	10	11.270386956468860
150	1062	1	30.325263750380934
150	1074	2	27.985418195503311
151	677	1	13.183130587954320
151	924	2	10.803573979391189
151	432	3	8.968013439265079
152	336	1	10.845443197886867
152	671	2	10.515710778310700
152	1261	3	9.800479616699537
152	547	4	9.146091325326982
152	1365	5	9.006693506186787
153	1063	1	21.889823490702742
153	1085	2	18.989183141091036
153	1088	3	18.902564651614185
153	1081	4	16.523681541729104
154	1088	1	40.680350633904226
154	1087	2	21.158636858013772
155	1065	1	11.974076846908526
155	1101	2	10.702130435720195
155	76	3	9.407122186314780
155	1007	4	9.404805352429710
155	1097	5	9.396881625931211
156	1096	1	18.372036764829190
156	553	2	16.098221205237635
156	1098	3	14.218569671530405
156	1097	4	11.856338241774125
156	1099	5	10.793737384383974
156	1100	6	10.692250840342282
156	82	7	10.166084636376496
156	818	8	9.473453626821598
156	1065	9	8.580978151398124
156	1101	10	8.468487008487456
156	1241	11	7.622394028940590
156	587	12	7.499207424006558
157	456	1	18.631151257511565
157	994	2	18.566037532787821
157	25	3	18.121075880066766
157	1234	4	17.850553048046667
157	1377	5	17.348846487940236
157	1151	6	16.739008107035541
157	1214	7	15.983130574968566
157	332	8	15.300349141564386
157	498	9	15.017256552974633
157	556	10	13.925911187603244
157	1104	11	13.703913274983606
157	421	12	13.496753132497235
157	946	13	13.057686451408877
157	369	14	12.976004003557442
157	318	15	12.828160720533996
157	812	16	12.665765237497940
157	1281	17	12.393622722815760
157	294	18	12.284403967466965
157	101	19	12.119231669116328
157	1179	20	12.093564054056262
157	1373	21	12.088959349383948
157	976	22	11.859280073111149
157	557	23	11.822200588826828
157	576	24	11.574220292716733
157	122	25	11.496342859570870
157	357	26	11.418848340166591
157	1213	27	11.194715793238824
157	273	28	11.069085380106443
157	423	29	10.993204706761794
157	1105	30	10.785211753012018
157	508	31	10.718492107556957
157	1391	32	10.663121958715935
157	1224	33	10.326585128288791
157	1274	34	10.281680507349357
157	1107	35	10.254796195627662
157	1204	36	10.254014422327366
158	302	1	17.923138219671422
158	552	2	13.894472027149195
158	949	3	11.088689146634490
158	691	4	10.545665500690003
158	1314	5	8.651516464679913
158	571	6	8.290039078066263
159	1066	1	29.602688873994971
159	1197	2	20.398850907941686
159	1112	3	16.995737942801501
159	42	4	15.069939622185055
159	1259	5	14.549493177332764
159	849	6	13.482732077909414
160	1071	1	31.127374891734632
160	1134	2	22.550031664819684
160	769	3	20.808816927746179
161	1386	1	28.052659122459080
161	1185	2	25.691649743322490
161	1192	3	24.197979400383780
161	55	4	23.151273598553459
162	55	1	22.842066129964408
162	62	2	19.824060600249506
162	460	3	18.634393818191420
162	1366	4	18.619686523401462
162	1386	5	17.983500945079598
162	784	6	17.861668070624756
162	562	7	17.608040958198529
162	54	8	17.342605257043527
163	492	1	39.277703083039604
163	57	2	19.956026968298488
163	56	3	18.874352349998230
164	1187	1	18.744198928887087
164	416	2	15.468070182125857
164	358	3	13.870122059991505
164	311	4	13.786675255784502
164	1216	5	11.804860538308972
164	504	6	11.803037761983528
165	504	1	25.329114066414125
165	978	2	16.287172175400350
166	504	1	28.751522779725505
166	72	2	15.000768065025810
166	209	3	13.376374200263699
166	569	4	12.601904929353456
166	271	5	12.192449876572319
166	1364	6	11.863106132329431
166	55	7	11.420953182201036
166	256	8	11.420136560629278
167	553	1	19.412183502210773
167	1279	2	19.009247119734418
168	750	1	16.405416359585949
168	118	2	14.561588595124892
169	750	1	21.674081251796999
169	118	2	18.979024657799791
169	127	3	14.185636809769981
169	467	4	13.808271440462892
170	893	1	29.330947444570722
170	239	2	29.111346384291615
170	238	3	27.969585789582730
170	904	4	25.084243149514780
170	1082	5	23.423991867803572
170	905	6	21.873969705845365
171	431	1	32.559749546317981
171	516	2	31.924272950002766
172	321	1	29.744867783721048
172	320	2	29.029947184885884
172	322	3	28.633437310618763
172	476	4	26.397710122296765
173	532	1	17.807732554042278
173	367	2	17.323790667631680
174	483	1	18.965868259977455
174	411	2	16.524217930851076
174	533	3	16.161769576477070
174	501	4	13.854691228379755
175	1080	1	13.595623851280985
175	668	2	12.414950548280954
175	1191	3	12.211133263115780
175	666	4	12.058657219074544
175	1082	5	11.845662851648171
176	542	1	26.277750058280510
176	963	2	14.671971114695545
176	164	3	13.662661643491537
176	160	4	13.457998502602400
176	1073	5	13.385506626532299
176	981	6	12.206040297079458
177	589	1	24.869635331263453
177	588	2	21.441986118050249
177	590	3	19.851856813467148
177	543	4	18.409089785485836
178	591	1	16.967012290972654
178	592	2	13.665418393375722
179	224	1	24.770039267000431
179	680	2	23.269938287677988
179	753	3	19.999410361738498
179	633	4	19.120044724774282
180	548	1	20.298176759988515
180	622	2	19.210711213384229
180	616	3	18.895200979995948
180	617	4	10.391293833117118
181	993	1	13.669914176006122
181	1074	2	13.367598796492386
181	997	3	12.869175799629827
181	1075	4	11.251231506086425
181	1093	5	10.406881489602974
182	634	1	64.016831220015760
182	685	2	25.907412679189413
183	804	1	15.555513516412397
183	809	2	13.562799622822324
183	758	3	13.355072113754030
183	811	4	13.205734818889029
183	808	5	10.775458800560465
183	1243	6	10.423229679066562
183	1247	7	8.690366234890039
184	207	1	9.050239253568261
184	515	2	8.370157732711833
184	1346	3	8.249847864308766
184	715	4	8.236784252286791
184	164	5	8.091885591541898
184	716	6	7.109145803388992
185	856	1	20.883368381319919
185	390	2	16.968705023781528
185	857	3	16.432451196899926
185	658	4	14.665477094103949
185	627	5	13.419796394332318
185	864	6	12.800182854375359
186	993	1	13.516562887029121
186	1074	2	13.410451099979033
186	1075	3	13.351089687728647
186	230	4	13.298106632390324
186	520	5	12.663430199415258
186	1062	6	12.655967037683638
186	923	7	12.651703922832343
186	672	8	12.267693117504612
186	610	9	12.220337506476657
186	229	10	11.554152993452036
186	1243	11	11.090575588526047
187	763	1	33.101182535411070
187	839	2	23.002770496407429
187	841	3	22.134130579547161
187	769	4	19.452124868771666
187	847	5	19.297136126193664
188	725	1	30.842919275401719
