QueryID	DocID	Rank	Score
55	418	10	5.793045911412936
55	295	11	5.512206520007238
55	148	12	4.645653143974858
56	418	1	5.244111523947319
57	295	1	6.647183636074216
57	306	2	5.858489120984887
58	1	1	10.054396168851719
58	157	2	9.983059094039731
58	89	3	9.836314980913537
58	135	4	9.394434584823452
58	254	5	8.535573630422963
58	38	6	8.311184209180073
58	247	7	6.617543735586469
58	228	8	4.862044022624675
59	306	1	8.802065361279201
59	79	2	7.915095833630848
60	295	1	7.256338168494537
60	315	2	6.647032619356070
61	1	1	4.667403553453616
61	135	2	4.232466274397813
61	82	3	3.681311024601102
61	295	4	3.581678768473526
61	247	5	3.529488302694803
61	272	6	3.334137256325419
61	315	7	3.168455657621998
61	89	8	3.114037580243621
61	402	9	2.901211332934491
61	254	10	2.882859308841996
61	174	11	2.638124320797641
61	228	12	2.603667667286296
61	157	13	2.518659106639278
61	283	14	2.297071922469974
61	138	15	2.222176882110261
62	233	1	7.568588745144131
63	115	1	9.332575942792788
63	121	2	9.060100591795278
63	309	3	8.698917449170557
63	100	4	8.565321853980057
63	159	5	8.435260692662034
63	377	6	8.230988257893969
63	86	7	7.649533053738665
63	194	8	7.381433831133077
63	234	9	7.254687986196444
63	70	10	6.829385946446824
63	210	11	6.679313503479113
64	322	1	11.389045038228055
64	328	2	10.937806968964502
65	342	1	6.167920551902162
66	115	1	7.704565995404788
66	210	2	7.028762349240329
67	7	1	11.589832212371537
67	63	2	9.422444412310712
67	184	3	9.277636935484285
68	46	1	5.441321485832725
68	7	2	3.678781743909148
68	31	3	3.630636165860668
68	68	4	3.482628590839155
68	290	5	3.082619992720831
68	243	6	3.052764374113780
68	92	7	2.947779481200711
68	155	8	2.872488308010626
69	377	1	18.780797265229580
69	121	2	13.306813198281425
69	386	3	12.941703402940160
69	194	4	12.502885065485158
69	100	5	11.540066648692893
69	115	6	11.462403049060608
69	70	7	11.259880508074856
69	159	8	10.061466249560546
69	139	9	9.907398017912707
69	309	10	9.471833953320974
69	234	11	9.221521042572451
69	210	12	8.811273212868640
69	224	13	7.741047105306845
70	226	1	8.695903181833460
71	117	1	7.275783447628250
71	258	2	5.543047142778864
71	221	3	5.221992354640903
72	305	1	6.620349537792309
73	209	1	15.274165391848451
74	285	1	12.665764625667101
74	34	2	11.221991602808680
75	388	1	10.012783179053750
76	230	1	11.705789378189445
76	227	2	8.919102903332112
76	338	3	7.655480813281569
76	236	4	7.169999947272562
76	168	5	6.259957650227275
77	14	1	4.203355235917432
78	258	1	14.874081590776221
78	107	2	10.017087839000807
79	209	1	10.733092867423126
80	275	1	7.221895002045954
80	279	2	6.953556594086979
80	68	3	6.152091153284942
80	280	4	5.366111410145058
80	417	5	5.125535248393483
80	307	6	5.115683214494689
80	382	7	4.844729837840076
80	295	8	3.865329971577527
80	48	9	3.835518425392516
80	405	10	3.627562802201220
80	215	11	3.607608043837207
80	343	12	3.529364444741077
80	296	13	3.512621618580333
80	290	14	3.488038320264939
80	252	15	3.003015936289249
80	272	16	2.985733450399648
80	236	17	2.982647634176219
81	378	1	4.379072322790915
81	289	2	3.959404566444301
82	296	1	6.614704379186655
82	280	2	6.261850776167352
82	307	3	5.603039323838943
82	161	4	5.006897730083988
82	279	5	4.906990238541848
83	363	1	9.170926628827335
83	315	2	6.256472225317495
